CODIGO;CIRCUITO;COORD_X;COORD_Y;CUSTTYPE;MAX_ESTRATO
M54360;PSO23L19;-75.49597122;5.075541813;RS2;75
M54362;PSO23L19;-75.49602808;5.075513026;RS2;75
M54363;PSO23L19;-75.49561052;5.075952227;RS2;79
M54364;PSO23L16;-75.49651913;5.073772307;RS2;95
M54369;PSO23L16;-75.49668117;5.072757562;RS2;104
M54370;PSO23L16;-75.49701391;5.073089226;RS2;115
M54373;PSO23L16;-75.49616836;5.073809413;RS2;44
M54376;PSO23L16;-75.49531307;5.073719629;RS2;24
M54378;PSO23L20;-75.49072938;5.066215479;CE;26
M54379;PSO23L16;-75.49576336;5.073907853;RS2;70
M54383;PSO23L20;-75.49072778;5.066128695;CE;157
M54384;PSO23L19;-75.49540259;5.075087534;RS2;89
M54386;PSO23L19;-75.49501584;5.075460821;RS2;60
M54391;PSO23L19;-75.49447534;5.074932487;RS2;66
M54392;PSO23L19;-75.49483076;5.074465111;RS2;67
M54393;PSO23L19;-75.49460264;5.074116528;RS2;82
M54395;PSO23L19;-75.49430684;5.074161903;RS2;14
M54399;PSO23L16;-75.49556715;5.073041382;RS2;92
M54400;PSO23L16;-75.49548849;5.07276729;RS2;89
M54404;PSO23L16;-75.4948439;5.07167192;RS2;76
M54405;PSO23L16;-75.49531199;5.072687308;RS2;53
M54412;PSO23L16;-75.49392631;5.073097012;RS2;69
M54413;PSO23L16;-75.49408449;5.072558643;RS2;79
M54415;PSO23L16;-75.49376685;5.074162383;RS2;66
M54416;PSO23L16;-75.49393271;5.074905842;RS2;64
M54417;PSO23L16;-75.49412651;5.075651178;RS2;61
M54421;PSO23L16;-75.49285812;5.073437888;GI;1
M54422;PSO23L16;-75.49260629;5.073567438;RS2;82
M54423;PSO23L16;-75.49184972;5.073663203;RS2;60
M54426;PSO23L16;-75.49227341;5.074401873;RS2;88
M54431;PSO23L16;-75.49227568;5.0760525;RS2;50
M54432;PSO23L16;-75.49182292;5.074665623;RS2;83
M54433;PSO23L16;-75.49143892;5.075020835;RS2;66
M54436;PSO23L16;-75.49111501;5.075500941;RS2;69
M54440;PSO23L16;-75.49098138;5.07632321;RS2;55
M54444;PSO23L18;-75.4924631;5.07277251;OF;1
M54447;PSO23L16;-75.49331513;5.073087374;RS2;18
M54450;PSO23L16;-75.49389062;5.07220924;RS2;36
M54454;PSO23L16;-75.49070768;5.073603442;RS1;26
M54455;PSO23L16;-75.49052233;5.073459257;RS2;55
M54456;PSO23L16;-75.49028648;5.073321275;RS2;61
M54458;PSO23L16;-75.48987339;5.073039127;RS2;73
M54460;PSO23L16;-75.49096903;5.074740356;AP6;1
M54462;PSO23L16;-75.49008236;5.077157151;RS2;62
M54465;PSO23L16;-75.49032821;5.077995723;RS2;74
M54466;PSO23L16;-75.49076394;5.078236345;RS2;57
M54469;PSO23L16;-75.48815362;5.076976122;RS2;43
M54471;PSO23L16;-75.48790691;5.076857999;RS2;85
M54477;PSO23L16;-75.48696983;5.077032859;RS2;72
M54478;PSO23L16;-75.48699456;5.076510436;RS2;61
M54480;PSO23L16;-75.48780576;5.075830859;RS2;53
M54482;PSO23L16;-75.48772655;5.075780946;RS2;59
M54484;PSO23L16;-75.4881206;5.075372428;RS2;49
M54486;PSO23L16;-75.48805672;5.075321649;RS2;58
M54488;PSO23L16;-75.48843226;5.076575454;RS2;87
M54489;PSO23L16;-75.48872176;5.076158543;RS2;58
M54493;PSO23L16;-75.48952006;5.075959834;RS1;1
M54496;PSO23L16;-75.48900587;5.075366477;RS2;72
M54499;PSO23L16;-75.48960083;5.075373368;RS2;68
M54502;PSO23L16;-75.48985258;5.075279977;RS2;51
M54503;PSO23L16;-75.4896074;5.074902424;RS2;37
M54509;PSO23L16;-75.48987726;5.072195748;RS2;50
M54514;PSO23L16;-75.48987044;5.070932004;RS2;54
M54516;PSO23L16;-75.49001357;5.071016424;RS2;53
M54517;PSO23L16;-75.49026924;5.071159879;RS2;53
M54519;PSO23L16;-75.48947437;5.070696001;RS2;75
M54521;PSO23L16;-75.48865446;5.070150704;RS2;72
M54524;PSO23L16;-75.48645623;5.076567862;RS2;49
M54526;PSO23L16;-75.48622729;5.076920742;RS2;75
M54527;PSO23L16;-75.48640687;5.076112148;RS2;53
M54529;PSO23L16;-75.48606312;5.075858192;RS2;84
M54530;PSO23L16;-75.48662671;5.075794501;RS2;60
M54533;PSO23L16;-75.48854183;5.072701382;RS2;70
M54536;PSO23L16;-75.48771646;5.073280588;RS2;97
M54537;PSO23L16;-75.48691232;5.073657359;RS2;76
M54538;PSO23L16;-75.48907811;5.071640559;RS2;58
M54541;PSO23L16;-75.48827707;5.071854629;RS2;89
M54543;PSO23L16;-75.48759334;5.072390794;OF;1
M54544;PSO23L16;-75.48662124;5.072881953;RS2;74
M54548;PSO23L16;-75.48753751;5.071628625;RS2;89
M54550;PSO23L16;-75.48678658;5.071997392;RS2;94
M54551;PSO23L16;-75.48635868;5.072241307;RS2;59
M54558;PSO23L16;-75.4887565;5.071182366;RS2;57
M54561;PSO23L16;-75.48174368;5.07237995;RS2;2
M54563;PSO23L19;-75.48776127;5.079260345;RS1;59
M54576;PSO23L19;-75.48663447;5.079603774;RS1;110
M54577;PSO23L19;-75.48632501;5.079339055;RS1;85
M54580;PSO23L19;-75.48580494;5.078571217;RS1;37
M54581;PSO23L19;-75.48519661;5.078498301;RS1;54
M54583;PSO23L19;-75.49600551;5.081428459;CE;1
M54585;PSO23L16;-75.48884739;5.07308722;CE;1
M54586;PSO23L16;-75.48813709;5.073428066;CE;1
M54587;PSO23L16;-75.48910946;5.072089901;RS2;79
M54588;PSO23L16;-75.47972697;5.104488639;GI;1
M54603;PSO23L19;-75.48799879;5.08862136;RS1;67
M54607;PSO23L19;-75.48691936;5.088022984;RS1;62
M54608;PSO23L19;-75.48708736;5.087525322;RS1;42
M54610;PSO23L19;-75.49001563;5.086346578;RS1;61
M54611;PSO23L19;-75.48943467;5.085039834;RS1;86
M54613;PSO23L19;-75.48777681;5.089070979;RS1;50
M54615;PSO23L19;-75.48769017;5.078114861;RS1;89
M54616;PSO23L19;-75.48777681;5.089070979;RS1;68
M54617;PSO23L19;-75.48696448;5.087271912;RS1;1
M54623;PSO23L19;-75.48869757;5.088939473;RS1;230
M54625;PSO23L19;-75.48919427;5.088581832;RS1;66
M54750;PSO23L19;-75.48594616;5.078696312;RS1;120
M54751;PSO23L19;-75.48803041;5.079060332;RS1;23
M54867;PSO23L16;-75.48904101;5.07868136;RS1;23
M54868;PSO23L19;-75.48989868;5.086612051;RS1;24
M54874;PSO23L16;-75.45664568;5.114429092;RS1;1
M54876;PSO23L16;-75.44783467;5.102502776;RS4;1
M54878;PSO23L16;-75.43762828;5.098445204;RS3;2
M54879;PSO23L16;-75.48841805;5.08089541;CE;1
M54912;PSO23L16;-75.4904689;5.124447512;CE;1
M54917;PSO23L19;-75.49088662;5.077470094;RS2;65
M54919;PSO23L16;-75.49026933;5.078113091;RS2;45
M54920;PSO23L16;-75.48994489;5.078809239;RS2;80
M54923;PSO23L19;-75.49085938;5.080124036;RS1;248
M54924;PSO23L19;-75.48877093;5.07999956;RS2;77
M54928;PSO23L19;-75.48983367;5.080047381;RS2;73
M54929;PSO23L19;-75.48990292;5.080850263;RS2;73
M54932;PSO23L19;-75.48960979;5.081642306;RS2;34
M54934;PSO23L19;-75.48869153;5.081497214;RS2;75
M54936;PSO23L19;-75.49044528;5.081352391;RS2;66
M54941;PSO23L19;-75.48913729;5.082056958;RS2;80
M54942;PSO23L19;-75.48933063;5.08078467;RS2;79
M54944;PSO23L19;-75.4885407;5.082342942;RS2;45
M54945;PSO23L19;-75.48822588;5.082792332;RS2;82
M54947;PSO23L19;-75.48987764;5.082700593;RS2;38
M54948;PSO23L19;-75.48947237;5.082902982;RS2;77
M54949;PSO23L19;-75.48994244;5.083479961;RS2;49
M54951;PSO23L19;-75.48971672;5.08362042;RS2;80
M54952;PSO23L19;-75.4897739;5.083829375;RS2;47
M54955;PSO23L19;-75.4907512;5.083063427;RS2;66
M54958;PSO23L19;-75.4886024;5.084013599;RS2;113
M54959;PSO23L19;-75.48854894;5.083758552;RS2;51
M54963;PSO23L19;-75.48759854;5.083484113;RS2;37
M54971;PSO23L19;-75.4931072;5.076644829;RS2;43
M54987;PSO23L19;-75.49121332;5.082101856;RS2;79
M54988;PSO23L19;-75.49094898;5.082553181;RS2;56
M54990;PSO23L19;-75.48943467;5.085039834;RS1;62
M54992;PSO23L19;-75.48907216;5.08654854;RS1;82
M54993;PSO23L19;-75.48894427;5.08649941;RS2;1
M54996;PSO23L19;-75.48857279;5.086160413;RS1;74
M54997;PSO23L19;-75.48841175;5.086756624;RS1;75
M54998;PSO23L19;-75.488316;5.087202036;RS1;121
M54999;PSO23L19;-75.48893474;5.087077013;RS1;69
M55010;PSO23L17;-75.49806429;5.070440496;RS2;86
M55020;PSO23L15;-75.50094838;5.072927114;RS2;99
M55022;PSO23L17;-75.49574942;5.066688825;RS4;67
M55027;PSO23L14;-75.49977677;5.072427973;RS2;88
M55029;PSO23L14;-75.50095933;5.069909728;CE;5
M55030;PSO23L14;-75.49962642;5.071974722;RS2;126
M55034;PSO23L17;-75.49926348;5.068125685;AP6;1
M55035;PSO23L14;-75.4998451;5.071391301;RS2;75
M55036;PSO23L14;-75.50073136;5.071720703;RS2;81
M55038;PSO23L18;-75.4922998;5.067665667;RS2;21
M55039;PSO23L14;-75.50116255;5.071973058;RS2;91
M55042;PSO23L17;-75.49945175;5.072994863;RS2;97
M55052;PSO23L17;-75.49659702;5.068820624;RS4;67
M55055;PSO23L17;-75.49663939;5.068080388;CE;1
M55057;PSO23L17;-75.49667474;5.06800183;RS4;45
M55059;PSO23L17;-75.49696961;5.066855432;RS3;25
M55064;PSO23L17;-75.49670896;5.066537504;RS4;6
M55066;PSO23L17;-75.49778521;5.065470759;RS4;131
M55067;PSO23L17;-75.49791592;5.066584755;RS4;58
M55068;PSO23L17;-75.49667699;5.069300824;RS4;70
M55069;PSO23L18;-75.48801194;5.067113646;RS3;18
M55073;PSO23L17;-75.49783638;5.066670436;RS4;14
M55077;PSO23L17;-75.49687687;5.067549443;RS4;63
M55078;PSO23L17;-75.49744488;5.072324632;RS2;31
M55079;PSO23L17;-75.4972986;5.067987992;RS4;25
M55081;PSO23L17;-75.49854916;5.06715851;RS4;102
M55082;PSO23L17;-75.49789439;5.072092513;RS2;25
M55084;PSO23L17;-75.49901575;5.066572079;RS4;63
M55089;PSO23L17;-75.49883781;5.065603505;RS4;31
M55090;PSO23L17;-75.49596213;5.071508338;RS2;23
M55091;PSO23L17;-75.49877657;5.06520923;RS4;58
M55093;PSO23L17;-75.4985755;5.064856194;RS4;26
M55097;PSO23L17;-75.49990678;5.065307814;RS3;66
M55098;PSO23L17;-75.49876366;5.067181634;RS4;1
M55099;PSO23L17;-75.49914356;5.067026179;RS4;7
M55100;PSO23L17;-75.49940711;5.066892134;RS3;67
M55101;PSO23L17;-75.49547171;5.072254705;RS2;24
M55102;PSO23L18;-75.48482355;5.067803632;RS3;138
M55103;PSO23L17;-75.49933604;5.067576256;RS3;57
M55104;PSO23L18;-75.49414694;5.069505235;GI;1
M55105;PSO23L18;-75.49434751;5.069322224;RS3;65
M55106;PSO23L17;-75.4991296;5.068684907;RS3;119
M55107;PSO23L17;-75.49929782;5.068091419;RS3;81
M55108;PSO23L17;-75.49781552;5.068943837;RS3;87
M55109;PSO23L18;-75.48948065;5.068132404;RS3;68
M55111;PSO23L17;-75.49800488;5.067814354;RS3;41
M55112;PSO23L17;-75.49815067;5.069026014;RS3;70
M55115;PSO23L17;-75.49622329;5.069403664;RS3;41
M55117;PSO23L14;-75.50071189;5.067866176;CE;1
M55120;PSO23L17;-75.49555693;5.068363383;RS3;109
M55121;PSO23L17;-75.49555068;5.069075686;RS3;44
M55122;PSO23L17;-75.49539742;5.069080733;RS3;64
M55127;PSO23L17;-75.49531016;5.069375209;RS3;37
M55130;PSO23L18;-75.49413192;5.07011808;RS3;1
M55134;PSO23L18;-75.49374045;5.070211129;RS2;110
M55141;PSO23L18;-75.49325547;5.069465982;RS2;127
M55143;PSO23L18;-75.49251625;5.070207216;RS2;137
M55146;PSO23L20;-75.49185801;5.070275202;RS2;77
M55148;PSO23L18;-75.49228057;5.070736354;RS2;69
M55149;PSO23L18;-75.49225831;5.070991215;RS2;83
M55150;PSO23L18;-75.49214044;5.070530812;RS2;61
M55154;PSO23L18;-75.4916636;5.071252803;RS2;38
M55156;PSO23L18;-75.49128328;5.07157729;RS2;66
M55160;PSO23L18;-75.49194882;5.072215312;RS2;74
M55161;PSO23L20;-75.49451644;5.07065507;RS2;85
M55163;PSO23L18;-75.49148958;5.072738475;RS2;65
M55167;PSO23L18;-75.49083224;5.072068835;RS2;63
M55173;PSO23L18;-75.49215925;5.069108034;RS2;95
M55175;PSO23L18;-75.49255479;5.06882426;RS2;70
M55180;PSO23L18;-75.49310767;5.068342907;RS2;35
M55182;PSO23L18;-75.49167585;5.068456902;RS2;67
M55184;PSO23L18;-75.49232803;5.067917036;RS2;80
M55188;PSO23L18;-75.49225358;5.067395271;RS2;34
M55190;PSO23L18;-75.49176542;5.066847179;RS2;41
M55194;PSO23L20;-75.49145137;5.069200304;RS2;83
M55196;PSO23L20;-75.49126449;5.067835777;RS2;75
M55198;PSO23L20;-75.49126456;5.067808659;RS2;67
M55199;PSO23L17;-75.49064576;5.062067931;RS5;58
M55201;PSO23L18;-75.49053014;5.069535212;RS2;67
M55203;PSO23L18;-75.49070544;5.069734513;RS2;81
M55204;PSO23L18;-75.49100783;5.069939551;RS2;78
M55207;PSO23L18;-75.48983615;5.069473842;RS2;68
M55208;PSO23L18;-75.4896662;5.069669582;RS2;69
M55215;PSO23L18;-75.48929833;5.067489244;RS3;44
M55222;PSO23L18;-75.48871832;5.068370978;RS3;61
M55223;PSO23L18;-75.48901238;5.068668199;RS3;62
M55224;PSO23L18;-75.48920568;5.068879296;RS3;58
M55225;PSO23L18;-75.48836854;5.068006727;RS3;38
M55226;PSO23L18;-75.48797218;5.067890948;RS3;82
M55227;PSO23L18;-75.48778608;5.068049585;RS3;99
M55228;PSO23L18;-75.48761896;5.068194709;RS3;63
M55233;PSO23L18;-75.49046123;5.067120581;RS2;46
M55237;PSO23L20;-75.49045364;5.068746776;RS2;85
M55239;PSO23L20;-75.49044834;5.067596933;RS2;68
M55240;PSO23L20;-75.49041499;5.067597755;RS2;37
M55243;PSO23L18;-75.48921743;5.067023508;RS3;83
M55247;PSO23L18;-75.48933942;5.066169573;RS3;56
M55248;PSO23L18;-75.48879918;5.066275813;RS3;74
M55251;PSO23L18;-75.48857985;5.066387363;RS3;67
M55252;PSO23L18;-75.48811465;5.066402488;RS3;50
M55254;PSO23L18;-75.48897277;5.065330705;RS3;39
M55257;PSO23L18;-75.48793919;5.065535165;RS3;48
M55259;PSO23L18;-75.48725824;5.065674504;RS2;82
M55261;PSO23L18;-75.4872476;5.065600353;RS2;63
M55262;PSO23L18;-75.48695973;5.065721677;RS2;135
M55263;PSO23L17;-75.49800899;5.071307255;RS2;87
M55264;PSO23L18;-75.48778608;5.068049585;CE;1
M55269;PSO23L18;-75.48612786;5.066016122;RS3;62
M55272;PSO23L18;-75.48620249;5.065356421;RS3;49
M55274;PSO23L18;-75.48559286;5.065824069;RS3;32
M55279;PSO23L18;-75.48585206;5.067829674;RS3;50
M55281;PSO23L18;-75.48669868;5.066674704;RS2;57
M55283;PSO23L18;-75.48647115;5.066818775;RS2;41
M55284;PSO23L18;-75.48691669;5.06673219;RS2;45
M55285;PSO23L18;-75.48705241;5.067264953;RS3;49
M55289;PSO23L18;-75.48827157;5.067113382;RS3;42
M55290;PSO23L17;-75.49483481;5.067640255;RS3;93
M55292;PSO23L17;-75.49426858;5.068051069;RS3;66
M55294;PSO23L17;-75.49399682;5.068221249;CE;1
M55296;PSO23L17;-75.49438992;5.068939051;RS3;87
M55299;PSO23L18;-75.48623106;5.067676937;RS3;63
M55300;PSO23L17;-75.49431736;5.068749042;CE;2
M55303;PSO23L17;-75.49441991;5.066621382;RS3;85
M55304;PSO23L17;-75.49388191;5.066549553;RS3;81
M55306;PSO23L17;-75.49312565;5.066516058;RS3;77
M55310;PSO23L17;-75.49741364;5.069237542;RS4;93
M55315;PSO23L17;-75.4971134;5.06777782;RS4;44
M55344;PSO23L17;-75.49878559;5.064467103;RS5;48
M55701;PSO23L14;-75.50236043;5.067602633;RS3;80
M55704;PSO23L14;-75.50098803;5.06959974;GI;1
M55854;PSO23L18;-75.48511021;5.065970222;RS3;38
M55857;PSO23L18;-75.48473461;5.065843645;RS3;46
M55860;PSO23L18;-75.48763698;5.067095547;OF;1
M55865;PSO23L18;-75.48594993;5.067254098;RS3;29
M55866;PSO23L18;-75.48557786;5.067160073;RS3;45
M55921;PSO23L18;-75.4877792;5.064605507;RS3;64
M55922;PSO23L18;-75.48476961;5.067008925;RS3;79
M55923;PSO23L18;-75.48509472;5.067141705;RS3;68
M55925;PSO23L18;-75.48524359;5.068188849;RS3;68
M55937;PSO23L18;-75.48593863;5.068555761;RS3;94
M55938;PSO23L18;-75.48622016;5.068442558;RS3;78
M55941;PSO23L18;-75.48823486;5.065169792;RS3;98
M55942;PSO23L18;-75.48816576;5.064676061;AP6;1
M55945;PSO23L18;-75.48814776;5.064676083;RS3;96
M55988;PSO23L18;-75.48502198;5.066290003;RS3;86
M55991;PSO23L17;-75.49513861;5.066899756;RS3;76
M55993;PSO23L17;-75.49544665;5.066270454;RS3;124
M55997;PSO23L17;-75.49565951;5.066591881;RS3;114
M60004;ENE23L12;-75.42720238;5.031164543;RS2;1
M60006;ENE23L12;-75.45009795;5.020293703;RS6;2
M60008;ENE23L12;-75.42888339;5.032629558;CE;1
M60012;ENE23L12;-75.432924;5.033488593;GI;1
M60018;ENE23L12;-75.43048287;5.032828865;CE;1
M60021;ENE23L12;-75.43042406;5.032914589;GI;2
M60022;ENE23L12;-75.43140035;5.032169516;GI;1
M60024;ENE23L12;-75.43131865;5.032757766;GI;1
M60025;ENE23L12;-75.43157588;5.032264873;GI;1
M60029;ENE23L12;-75.43246603;5.032794119;GI;2
M60031;ENE23L12;-75.43216379;5.033263397;GI;1
M60033;ENE23L12;-75.42206688;5.042635836;GI;1
M60034;ENE23L12;-75.43257464;5.033694708;GI;1
M60039;ENE23L12;-75.42200179;5.0427116;CE;1
M60043;ENE23L12;-75.43519286;5.0295306;OF;2
M60045;ENE23L12;-75.43420307;5.032420674;GI;1
M60046;ENE23L12;-75.43430213;5.032457082;CE;1
M60047;ENE23L12;-75.4329971;5.033455333;GI;1
M60048;ENE23L12;-75.43335604;5.033740076;CE;1
M60051;ENE23L12;-75.43389905;5.033951162;GI;1
M60052;ENE23L12;-75.43435989;5.034581464;CE;3
M60055;ENE23L12;-75.42040777;5.044968239;RS2;2
M60071;ENE23L12;-75.42870001;5.039589995;RS2;53
M60072;ENE23L12;-75.42863444;5.039472561;GI;1
M60076;ENE23L12;-75.42779602;5.038448991;CE;6
M60078;ENE23L12;-75.42806185;5.038124254;GI;1
M60084;ENE23L12;-75.4275342;5.038966276;GI;2
M60090;ENE23L12;-75.4259223;5.039754916;RS2;3
M60091;ENE23L12;-75.42656972;5.038600443;RS2;29
M60094;ENE23L12;-75.42707173;5.037916544;CE;3
M60095;ENE23L12;-75.42662576;5.03783044;CE;2
M60098;ENE23L12;-75.40910534;5.048708571;GI;1
M60100;ENE23L12;-75.42788552;5.041909452;GI;1
M60107;ENE23L12;-75.42573525;5.043493982;RS2;2
M60110;ENE23L12;-75.42502675;5.042066685;CE;1
M60116;ENE23L12;-75.42412559;5.041613328;RS2;44
M60121;ENE23L12;-75.40776421;5.04940883;GI;1
M60125;ENE23L12;-75.4392173;5.0368373;RS2;17
M60127;ENE23L12;-75.41334605;5.041115708;RS2;1
M60134;ENE23L12;-75.43811892;5.042042076;RS2;1
M60139;ENE23L12;-75.4426158;5.037120668;CE;1
M60142;ENE23L12;-75.44330314;5.037295955;GI;1
M60143;ENE23L12;-75.44378333;5.036678873;CE;2
M60146;ENE23L12;-75.4069627;5.041323464;GI;1
M60148;ENE23L12;-75.44622418;5.037467822;GI;1
M60149;ENE23L12;-75.44622418;5.037467822;CE;9
M60150;ENE23L12;-75.44678863;5.038481648;GI;1
M60152;ENE23L13;-75.46154622;5.035737151;CE;1
M60154;ENE23L12;-75.44640479;5.037337205;CE;2
M60155;ENE23L12;-75.44685436;5.038462418;CE;1
M60156;ENE23L12;-75.44689778;5.038452093;CE;1
M60157;ENE23L13;-75.44744785;5.03871703;CE;5
M60159;ENE23L12;-75.42967106;5.032334165;GI;1
M60164;ENE23L12;-75.43385169;5.03235651;GI;1
M60165;ENE23L13;-75.44986805;5.038406221;CE;2
M60166;ENE23L13;-75.44935934;5.038171728;CE;1
M60169;ENE23L12;-75.42219044;5.042257408;GI;1
M60170;ENE23L12;-75.43397781;5.032383947;CE;1
M60173;ENE23L13;-75.45052649;5.038243356;OC;1
M60176;ENE23L13;-75.45250058;5.036442456;RS2;1
M60180;ENE23L13;-75.45197498;5.035745791;CE;1
M60185;ENE23L13;-75.4503479;5.037925626;CE;1
M60190;ENE23L12;-75.44383268;5.036411433;RS2;1
M60192;ENE23L12;-75.44207099;5.034026938;GI;1
M60194;ENE23L12;-75.44348801;5.034742806;CE;1
M60195;ENE23L12;-75.44218085;5.032271776;RS2;4
M60198;ENE23L13;-75.44961124;5.038371226;RS2;2
M60205;ENE23L12;-75.43882935;5.036255093;CE;1
M60209;ENE23L12;-75.43886726;5.036234398;GI;1
M60211;ENE23L13;-75.45133197;5.037313416;CE;2
M60212;ENE23L12;-75.44667244;5.038445199;CE;3
M60213;ENE23L12;-75.42656972;5.038602251;CE;5
M60214;ENE23L13;-75.44945908;5.038658296;GI;1
M60215;ENE23L12;-75.42985187;5.032123105;GI;2
M60216;ENE23L12;-75.4298678;5.031881796;CE;1
M60217;ENE23L12;-75.42985409;5.031597928;GI;1
M60220;ENE23L12;-75.43182759;5.032537594;GI;1
M60221;ENE23L12;-75.43176671;5.032373828;GI;1
M60222;ENE23L12;-75.43344245;5.032716142;GI;1
M60227;ENE23L12;-75.42566179;5.03797623;CE;2
M60230;ENE23L12;-75.43221855;5.032991453;CE;4
M60262;ENE23L12;-75.4090198;5.051837715;GI;1
M60268;ENE23L12;-75.44718427;5.037074311;GI;1
M60272;ENE23L12;-75.43683318;5.035719441;GI;1
M60273;ENE23L12;-75.43388827;5.03429734;OC;1
M60275;ENE23L13;-75.45046597;5.037933153;ID6;1
M60284;ENE23L13;-75.45188539;5.035525006;OC;1
M60295;ENE23L12;-75.43340121;5.033699513;CE;1
M60300;ENE23L13;-75.45104506;5.034887432;CE;3
M60301;ENE23L13;-75.45071288;5.035071907;CE;1
M60303;ENE23L12;-75.44702231;5.038396362;MacroMedidor;1
M60305;ENE23L12;-75.43800829;5.035848961;OC;1
M60354;ENE23L12;-75.4344711;5.033370479;CE;1
M60355;ENE23L12;-75.44688777;5.038490937;GI;1
M60356;ENE23L12;-75.43291763;5.033511175;GI;1
M60360;ENE23L12;-75.43347866;5.033729539;GI;1
M60364;ENE23L12;-75.43365843;5.033928859;GI;1
M60365;ENE23L13;-75.45088775;5.035075057;ID6;1
M60369;ENE23L12;-75.43030502;5.032220974;CE;2
M60372;ENE23L12;-75.43577385;5.03005454;OF;1
M60373;ENE23L12;-75.43356873;5.033756885;CE;1
M60374;ENE23L12;-75.43272197;5.033535086;GI;1
M60375;ENE23L12;-75.43198902;5.032507269;CE;1
M61000;ENE23L13;-75.4488532;5.03871282;CE;1
M61006;ENE23L13;-75.45592376;5.036041058;RS2;2
M61025;ENE23L13;-75.45036804;5.034911046;GI;1
M61027;ENE23L12;-75.43282742;5.036045565;GI;1
M61028;ENE23L12;-75.43285656;5.036284276;GI;1
M61031;ENE23L13;-75.46267987;5.035140659;CE;1
M61292;ENE23L13;-75.46048919;5.031962369;CE;1
M61369;ENE23L13;-75.45138987;5.032886978;CE;2
M61391;ENE23L13;-75.46017754;5.031869391;GI;1
M61421;ENE23L13;-75.4497999;5.032120072;OF;1
M61430;ENE23L13;-75.45591798;5.036022433;AP6;1
M61450;ENE23L13;-75.45521902;5.036233143;MacroMedidor;1
M61453;ENE23L13;-75.45417966;5.036493797;RS2;41
M61454;ENE23L13;-75.45476332;5.036413381;CE;6
M61505;ENE23L13;-75.45981658;5.037845353;RS6;12
M61509;ENE23L13;-75.46025464;5.035676985;ID6;1
M61517;ENE23L13;-75.46259893;5.035429719;CE;1
M61524;ENE23L13;-75.46257346;5.034796896;MacroMedidor;1
M61837;ENE23L13;-75.45786602;5.035625832;GI;1
M61840;ENE23L13;-75.45801923;5.03563435;ID6;1
M61847;ENE23L13;-75.46006279;5.036707001;GI;1
M61908;ENE23L13;-75.46096326;5.038543343;RS6;6
M61909;ENE23L13;-75.46181345;5.039211666;RS6;2
M61914;ENE23L13;-75.45956742;5.039087651;RS6;16
M61921;ENE23L13;-75.45766972;5.039898268;RS6;9
M61926;ENE23L13;-75.46011627;5.040221658;RS6;16
M61932;ENE23L13;-75.45784277;5.04027022;RS6;14
M61933;ENE23L13;-75.45902538;5.040654636;RS6;2
M61936;ENE23L13;-75.4584506;5.041612282;RS6;12
M61939;ENE23L13;-75.4593664;5.041630839;RS6;1
M61942;ENE23L13;-75.46004109;5.041823255;RS6;10
M61945;ENE23L13;-75.45934756;5.042321403;RS6;6
M61946;ENE23L13;-75.4594507;5.042529567;RS6;19
M61947;ENE23L13;-75.45973149;5.036245233;RS2;3
M61948;ENE23L13;-75.45960517;5.032222311;CE;1
M61950;ENE23L13;-75.45934105;5.033315422;GI;1
M61952;ENE23L12;-75.43563011;5.042042105;RS2;1
M61953;ENE23L12;-75.44634965;5.038480545;CE;2
M61960;ENE23L12;-75.44615794;5.037282348;CE;1
M61964;ENE23L12;-75.43335248;5.033721084;CE;1
M61976;ENE23L13;-75.46249337;5.03477346;ID6;1
M62001;ENE23L14;-75.45695099;5.019298386;CE;1
M62007;ENE23L14;-75.44035061;4.997786632;RS5;1
M62013;ENE23L14;-75.44391535;5.022088799;RS2;1
M62021;ENE23L14;-75.45381921;4.984054115;RS2;2
M62027;ENE23L14;-75.43742379;5.019475475;RS2;35
M62042;ENE23L14;-75.42228975;5.02049477;OF;1
M62045;ENE23L14;-75.43689235;5.016807538;RS2;28
M62050;ENE23L14;-75.43641719;5.011098918;GI;2
M62054;ENE23L14;-75.43962193;5.009149959;CE;1
M62056;ENE23L14;-75.43928236;5.008326528;CE;1
M62065;ENE23L14;-75.44076959;5.003640652;RS2;4
M62067;ENE23L14;-75.43739162;5.001339806;CE;1
M62072;ENE23L14;-75.43696123;4.998626929;RS2;1
M62073;ENE23L14;-75.43869002;4.998631265;RS2;1
M62076;ENE23L14;-75.43782819;4.997597717;RS2;1
M62079;ENE23L14;-75.43610065;4.996375788;CE;1
M62084;ENE23L14;-75.43260588;4.989977125;CE;1
M62092;ENE23L14;-75.45341467;4.981793264;RS3;1
M62095;ENE23L14;-75.42075379;4.991208225;RS2;2
M62113;ENE23L14;-75.44351992;5.019450125;CE;1
M62120;ENE23L14;-75.44227181;4.996173396;CE;1
M62124;ENE23L14;-75.44717464;4.992386389;CE;2
M62128;ENE23L14;-75.38304152;4.972522851;CE;1
M62135;ENE23L14;-75.37818424;4.970500023;CE;1
M62141;ENE23L14;-75.37423757;4.968373771;RS2;1
M62159;ENE23L14;-75.36196843;4.960020596;RS3;1
M62180;ENE23L14;-75.35261095;4.960230274;CE;1
M62181;ENE23L14;-75.35258209;4.960239237;CE;1
M62187;ENE23L14;-75.34907924;4.966315061;RS2;2
M62195;ENE23L14;-75.3407174;4.964208678;RS3;1
